Name,Logical CPUs,Virtual CPUs,Processor Speed,Real Memory Bytes,Deployment,Processor,Vendor,Model,Serial #,OS Level,Kernel,Galileo Agent,Avg CPU (24 hours),Peak CPU (24 hours),Avg LCPU (24 hours),Peak LCPU (24 hours),Avg VCPU (24 hours),Peak VCPU (24 hours),Avg Memory (24 hours) Bytes,Peak Memory (24 hours) Bytes,Avg Memory % (24 hours),Peak Memory % (24 hours),Avg Network Throughput (24 hours) B/s,Peak Network Throughput (24 hours) B/s,Avg Disk Throughput (24 hours) B/s,Peak Disk Throughput (24 hours) B/s,Avg Disk Transfers (24 hours) /s,Peak Disk Transfers (24 hours) /s,Avg CPU (7 days),Peak CPU (7 days),Avg LCPU (7 days),Peak LCPU (7 days),Avg VCPU (7 days),Peak VCPU (7 days),Avg Memory (7 days) Bytes,Peak Memory (7 days) Bytes,Avg Memory % (7 days),Peak Memory % (7 days),Avg Network Throughput (7 days) B/s,Peak Network Throughput (7 days) B/s,Avg Disk Throughput (7 days) B/s,Peak Disk Throughput (7 days) B/s,Avg Disk Transfers (7 days) /s,Peak Disk Transfers (7 days) /s,Avg CPU (30 days),Peak CPU (30 days),Avg LCPU (30 days),Peak LCPU (30 days),Avg VCPU (30 days),Peak VCPU (30 days),Avg Memory (30 days) Bytes,Peak Memory (30 days) Bytes,Avg Memory % (30 days),Peak Memory % (30 days),Avg Network Throughput (30 days) B/s,Peak Network Throughput (30 days) B/s,Avg Disk Throughput (30 days) B/s,Peak Disk Throughput (30 days) B/s,Avg Disk Transfers (30 days) /s,Peak Disk Transfers (30 days) /s,SMT,# of Processors,System Firmware,Current Processor Firmware,Total Page Space Bytes,Used Page Space Bytes,Fibre Channel Adapters,Used Fibre Adapters,Ethernet Adapters,Ethernet Adapter Speed,Used Ethernet Adapters,LPAR Type,LPAR Mode,LPAR Vps,LPAR Weight,LPAR Entitled
usmlrh136,12.0,12.0,2.4 GHz,25553272832.0,Unknown,Intel(R) Xeon(R) CPU E5-2695 v2,-,-,-,Red Hat Enterprise Linux AS release 4 (Nahant Update 5),2.6.9-55.ELsmp,3.1-2,0.644885714,16.885,0.644885714,16.885,-,-,2488368288.8426456,3013020221.44,9.7379631376307,11.7911324,213955.773101056,15527178.24,206619.205574656,29685321.728,15.543188153,1803.334,1.152706079,19.44,1.152706079,19.44,-,-,4959189958.016369,14681322291.2,19.4072594553831,57.4537844,243041.297946624,19727605.76,249559.516362752,31536363.52,18.217788182,2669.544,1.280923475,20.31333,1.280923475,20.31333,-,-,5337453775.128887,15627787960.32,20.8875544442743,61.1576766,246070.424429568,20170444.8,254241.962845184,32571916.288,18.677301891,2878.612,false,12.0,-,-,4293604147.2,0.0,-,-,-,-,-,-,-,-,-,-
usmlrs546,16.0,16.0,2.4 GHz,49516275302.4,Virtual (VM),Intel(R) Xeon(R) CPU E7- 4870,"VMware, Inc.",-,-,Red Hat Enterprise Linux Server release 5.11 (Tikanga),2.6.18-400.1.1.el5,3.1-2,1.158632404,4.7075,1.158632404,4.7075,-,-,9667123856.216686,9946393477.12,19.5231240592335,20.0871197,32733.319581696,2823188.48,0.0,0.0,22.224090592,29.8,1.152588975,10.7775,1.152588975,10.7775,-,-,25416380624.531357,49380988026.88,51.3293467031857,99.7267822,297783.094156288,68654448.64,0.0,0.0,25.182974614,789.93,1.226612429,10.7775,1.226612429,10.7775,-,-,43629244219.09945,49381826887.68,88.1109169709371,99.7284763,280061.443063808,74037329.92,0.0,0.0,24.819775744,867.298,false,16.0,-,-,8587208294.4,0.0,-,-,-,-,-,-,-,-,-,-
usmlrh132,12.0,12.0,2.4 GHz,26406394265.6,Unknown,Intel(R) Xeon(R) CPU E5-2695 v2,-,-,-,Red Hat Enterprise Linux AS release 4 (Nahant Update 5),2.6.9-55.ELsmp,3.1-2,0.602340035,2.48167,0.602340035,2.48167,-,-,6463401492.48,11680507494.4,24.4766529940767,44.2336329,81000.469407744,1767710.72,130341.135163392,4481441.792,10.305073171,126.596,0.767207807,5.67,0.767207807,5.67,-,-,13389950854.388252,25840289054.72,50.7072291653846,97.8561813,133786.888950784,16768614.4,208830.917178368,39993583.616,13.428768232,648.402,1.00320412,19.63167,1.00320412,19.63167,-,-,14377144227.897278,26371833200.64,54.4456925220547,99.8691186,246858.01202176,19917209.6,217188.662382592,43701252.096,14.052734926,658.96,false,12.0,-,-,4293604147.2,0.0,-,-,-,-,-,-,-,-,-,-
usmlrh133,12.0,12.0,2.4 GHz,25553272832.0,Unknown,Intel(R) Xeon(R) CPU E5-2695 v2,-,-,-,Red Hat Enterprise Linux AS release 4 (Nahant Update 5),2.6.9-55.ELsmp,3.1-2,0.621577829,13.73833,0.621577829,13.73833,-,-,6013194155.456463,10944008683.52,23.5319921437722,42.8282074,109948.009679872,8744120.32,286038.5699072,36615387.136,29.441950178,3768.688,0.845183117,14.785,0.845183117,14.785,-,-,11476610016.123814,23749134909.44,44.9124857373626,92.9396992,150858.380659712,17012121.6,346514.01257984,37181456.384,30.183291708,3822.248,1.025051105,18.83834,1.025051105,18.83834,-,-,11996193679.083569,23749134909.44,46.9458208265275,92.9396992,146831.490993152,18597089.28,342719.970615296,38401046.528,30.270355014,3921.372,false,12.0,-,-,4293604147.2,0.0,-,-,-,-,-,-,-,-,-,-
usmlrs1345,16.0,16.0,3.2 GHz,73910452224.0,Virtual (VM),Intel(R) Xeon(R) CPU E7-8891 v2,"VMware, Inc.",-,-,Red Hat Enterprise Linux Server release 6.4 (Santiago),2.6.32-358.el6.x86_64,3.1-2,1.555082753,17.11875,1.555082753,17.11875,-,-,69070064358.41803,72356923965.44,93.4510103494774,97.898094,275432.166132736,27934289.92,182560.261351424,1674227.712,12.679114983,33.646,0.981865385,17.11875,0.981865385,17.11875,-,-,67399023973.25666,73639017840.64,91.1901117437717,99.6327524,433011.933062144,60070850.56,433619.205209088,60103333.888,15.459351861,639.928,0.974433083,25.4375,0.974433083,25.4375,-,-,67283747029.572914,73639017840.64,91.0341433517537,99.6327524,407456.71410688,65039462.4,406277.46224128,64601319.424,14.869997859,734.924,false,16.0,-,-,26843545600.0,184801034.24,-,-,-,-,-,-,-,-,-,-
WMHAP824Q,2.0,2.0,2.40GHz,8589402114.62144,Virtual (VM),Intel(R) Xeon(R) CPU E5-2695 v2,"VMware, Inc.",VMware Virtual Platform,-,Microsoft Windows Server 2008 R2 Standard ,7601,2.6.5.0,29.558019823,45.47615,29.558019823,45.47615,-,-,2382992086.9295063,2934911795.2,27.7433988439716,34.1689882,4478.613605376,54048.41984,173487.43952384,5428175.33952,8.008206879,190.10213,29.249914816,59.37946,29.249914816,59.37946,-,-,2190061444.838457,2934911795.2,25.4972513289552,34.1689882,4460.889897984,56150.55872,190051.391059968,5428175.33952,9.736514781,476.53359,28.684802542,59.37946,28.684802542,59.37946,-,-,2482160433.905009,4360590128.57856,28.8979419144398,50.7670973,8210.3118848,4135035.05408,195149.234574336,6533050.50112,9.992126559,476.53359,false,2.0,-,-,8589402114.62144,47582449.50016,-,-,-,-,-,-,-,-,-,-
usmlrs1695,6.0,6.0,3.2 GHz,16804793548.8,Unknown,Intel(R) Xeon(R) CPU E7-8891 v2,-,-,-,Red Hat Enterprise Linux AS release 4 (Nahant Update 9),2.6.9-78.ELsmp,3.1-2,17.064234662,29.39,17.064234662,29.39,-,-,16276496406.15641,16404677918.72,96.8562711523132,97.6190387,39306.221778944,6133555.2,81772.441964544,167956.48,10.184754448,17.564,17.175019159,34.80667,17.175019159,34.80667,-,-,16478211729.908564,16755070074.88,98.0566151085615,99.7041114,79633.355500544,6349168.64,128312.916866048,5674049.536,11.384566451,176.18,17.233618773,69.95334,17.233618773,69.95334,-,-,16653380329.428484,16755405619.2,99.098987923297,99.7061081,74690.571466752,6349168.64,123389.016614912,5864980.48,11.276880484,228.464,false,6.0,-,-,17174311731.2,209715.2,-,-,-,-,-,-,-,-,-,-
usmlrs1694,6.0,6.0,3.2 GHz,16804793548.8,Unknown,Intel(R) Xeon(R) CPU E7-8891 v2,-,-,-,Red Hat Enterprise Linux AS release 4 (Nahant Update 7),2.6.9-78.ELsmp,3.1-2,17.517935943,34.87,17.517935943,34.87,-,-,16527496618.071556,16611184476.16,98.3498938580071,98.8478938,100711.529679872,4730572.8,82099.407715328,162064.384,10.203686833,16.868,17.632560124,36.67667,17.632560124,36.67667,-,-,16443020673.807287,16754147328.0,97.84720428666,99.6986204,178141.146281984,5890437.12,180829.362907136,6269353.984,13.164665007,252.048,17.756978645,62.74666,17.756978645,62.74666,-,-,16604389805.136019,16755153960.96,98.8074608404172,99.7046105,170644.799777792,8457072.64,171757.745746944,8385419.264,12.916999556,406.498,false,6.0,-,-,17075640729.6,209715.2,-,-,-,-,-,-,-,-,-,-
usmlrs559,2.0,2.0,2.4 GHz,1974783180.8,Virtual (VM),Intel(R) Xeon(R) CPU E5-2695 v2,"VMware, Inc.",-,-,Red Hat Enterprise Linux Server release 5.4 (Tikanga),2.6.18-164.el5,3.1-2,99.999965157,100.0,99.999965157,100.0,-,-,1795240590.7895746,1830226493.44,90.9082378372822,92.6798704,304.41700352,778.24,39060.6619648,78395.392,6.622299652,10.492,99.999970223,100.0,99.999970223,100.0,-,-,1805801656.2085888,1830750781.44,91.4430340386104,92.7064196,210.308764672,778.24,39277.146712064,87887.872,6.627150372,10.792,99.999976849,100.01,99.999976849,100.01,-,-,1808308402.6804962,1841005854.72,91.569971846348,93.2257208,176.795573248,962.56,39328.730899456,93390.848,6.638602153,10.974,false,2.0,-,-,4293604147.2,0.0,-,-,-,-,-,-,-,-,-,-
usmlrs451,4.0,4.0,2.4 GHz,4007342899.2,Virtual (VM),Intel(R) Xeon(R) CPU E5-2695 v2,"VMware, Inc.",-,-,Red Hat Enterprise Linux Server release 5.4 (Tikanga),2.6.18-164.el5,3.1-2,0.942704626,4.155,0.942704626,4.155,-,-,1764008657.8292327,1767458734.08,44.0194089252669,44.1055028,3699.737508864,3932.16,34525.541124096,71899.136,6.407765125,10.124,0.885029866,5.65,0.885029866,5.65,-,-,1760995090.3140352,1788472197.12,43.9442077851668,44.6298768,3591.07472384,4259.84,34540.106162176,77733.888,6.40119562,10.396,0.886202363,6.385,0.886202363,6.385,-,-,1743639576.5718057,1788472197.12,43.5111149812927,44.6298768,3511.272633344,4259.84,34549.207018496,83681.28,6.399919379,10.928,false,4.0,-,-,4293604147.2,0.0,-,-,-,-,-,-,-,-,-,-
usmlrs551,4.0,4.0,2.4 GHz,6119174963.2,Virtual (VM),Intel(R) Xeon(R) CPU E5-2695 v2,"VMware, Inc.",-,-,Red Hat Enterprise Linux Server release 5.4 (Tikanga),2.6.18-164.el5,3.1-2,2.897117438,4.735,2.897117438,4.735,-,-,5930771081.529918,5950563942.4,96.9210901309609,97.2445465,261133.045979136,324710.4,107356.14542336,632006.656,14.578355872,32.088,2.60414883,15.71,2.60414883,15.71,-,-,5926113404.858139,6060664422.4,96.8449740449975,99.0438165,158315.272792064,1403944.96,107184.790618112,739936.256,14.557288203,61.506,2.862258098,33.185,2.862258098,33.185,-,-,5911221334.441984,6060664422.4,96.6016067523804,99.0438165,158586.762571776,3151749.12,107257.37561088,739936.256,14.540998398,62.834,false,4.0,-,-,4293604147.2,104857.6,-,-,-,-,-,-,-,-,-,-
usmlrs429,2.0,2.0,2.4 GHz,3988887961.6,Unknown,Intel(R) Xeon(R) CPU E5-2695 v2,-,-,-,Red Hat Enterprise Linux AS release 4 (Nahant Update 8),2.6.9-89.ELsmp,3.1-2,100.0,100.0,100.0,100.0,-,-,3821968984.4140935,3959464919.04,95.8154007139373,99.2623748,237.268292608,737.28,46116.835456,4564545.536,5.22297561,151.048,100.0,100.0,100.0,100.0,-,-,3881836719.792718,3964246425.6,97.3162635096278,99.3822455,163.47410432,737.28,46651.776190464,4804704.256,5.414592804,237.06,100.0,100.0,100.0,100.0,-,-,3571986230.722691,3964246425.6,89.5484221443338,99.3822455,137.227142144,798.72,46523.962673152,5007994.88,5.389616912,237.06,false,2.0,-,-,2146749644.8,209715.2,-,-,-,-,-,-,-,-,-,-
usmlrs1221,6.0,6.0,2.4 GHz,8202905190.4,Virtual (VM),Intel(R) Xeon(R) CPU E5-2695 v2,"VMware, Inc.",-,-,Red Hat Enterprise Linux Server 7.2 (Maipo),3.10.0-327.10.1.el7.x86_64,3.1-2,1.5684221,7.60333,1.5684221,7.60333,-,-,7959551448.424907,8040501739.52,97.0333225081851,98.0201715,40632.465765376,233717.76,213504.64136704,974870.528,9.982953737,57.202,1.586676446,50.18667,1.586676446,50.18667,-,-,7698063196.730425,8051973160.96,93.845570783325,98.1600174,39980.375032832,347975.68,215878.153938944,2906923.008,10.286509706,197.032,3.683746147,74.095,3.683746147,74.095,-,-,7548030214.715999,8054363914.24,92.0158510361231,98.1891626,55128.239322112,656138.24,804586.618369024,9336940.544,31.403784117,466.4,false,6.0,-,-,4177526784.0,6689914.88,-,-,-,-,-,-,-,-,-,-
usmlrh08,2.0,2.0,2.4 GHz,1968177152.0,Virtual (VM),Intel(R) Xeon(R) CPU E5-2695 v2,"VMware, Inc.",-,-,Red Hat Enterprise Linux Server release 6.8 (Santiago),2.6.32-642.el6.x86_64,3.1-2,4.822404181,25.74,4.822404181,25.74,-,-,1647446543.770321,1894441287.68,83.7041798874565,96.2535962,636886.183693312,27387617.28,765381.492849664,24859609.088,19.197059233,478.732,5.355875931,56.7,5.355875931,56.7,-,-,1564496509.2280238,1895636664.32,79.4896184847146,96.3143314,1027826.141697024,32073256.96,1017555.376976896,29233534.976,24.187585112,601.452,5.461341784,59.66,5.461341784,59.66,-,-,1385113056.1015317,1898635591.68,70.3754260481884,96.4667022,1020185.542708224,35500646.4,819145.877448704,31294578.688,22.456343153,601.452,false,2.0,-,-,2146749644.8,157370286.08,-,-,-,-,-,-,-,-,-,-
usmlrs1280,2.0,2.0,2.4 GHz,6138259046.4,Unknown,Intel(R) Xeon(R) CPU E5-2695 v2,-,-,-,Red Hat Enterprise Linux Server release 6.4 (Santiago),2.6.32-220.4.2.el6.x86_64,2.5-8,0.386794425,0.86,0.386794425,0.86,-,-,5930559596.750962,5997749862.4,96.6163133853659,97.7109278,285.578257408,1454.08,4080.714927104,107685.888,0.440376307,1.288,0.391280397,8.44,0.391280397,8.44,-,-,5945093289.836282,6017190461.44,96.8530856212903,98.0276397,424.215503872,132239.36,5251.418585088,1245526.016,0.456153846,4.908,0.400814909,10.49,0.400814909,10.49,-,-,5842837164.6378145,6017190461.44,95.1872040665355,98.0276397,448.746457088,146739.2,5314.21507072,1489496.064,0.455147818,6.406,false,2.0,-,-,4227858432.0,104857.6,-,-,-,-,-,-,-,-,-,-
usmlrs1211,4.0,4.0,2.4 GHz,16696370790.4,Virtual (VM),Intel(R) Xeon(R) CPU E5-2695 v2,"VMware, Inc.",-,-,Red Hat Enterprise Linux Server release 5.7 (Tikanga),2.6.18-274.17.1.el5,3.1-2,5.27088968,26.285,5.27088968,26.285,-,-,12675297889.298153,15243212226.56,75.916485372242,91.2965603,24874.599857152,336465.92,418892.621437952,20821155.84,26.512320285,271.984,4.909367845,29.215,4.909367845,29.215,-,-,13958124069.259838,15781676974.08,83.5997489782977,94.521601,25130.060965888,1493524.48,347368.223219712,32043685.888,24.848681931,271.984,4.860058737,34.03,4.860058737,34.03,-,-,14449087045.224628,16456792145.92,86.5402860696977,98.5650855,23829.228063744,1514680.32,297943.145882624,32043685.888,24.274232828,339.534,false,4.0,-,-,6241124352.0,104857.6,-,-,-,-,-,-,-,-,-,-
usmlrs1381,4.0,4.0,2.4 GHz,16696265932.8,Virtual (VM),Intel(R) Xeon(R) CPU E5-2695 v2,"VMware, Inc.",-,-,Red Hat Enterprise Linux Server release 5.11 (Tikanga),2.6.18-419.el5,3.1-2,1.35930605,4.66,1.35930605,4.66,-,-,3033134446.599471,3049657466.88,18.1665436992883,18.2655061,7920.949750784,8232.96,0.0,0.0,9.926405694,13.446,1.344676456,7.88,1.344676456,7.88,-,-,3031182037.943845,3056032808.96,18.1548500130413,18.3036903,7700.918347776,8990.72,0.0,0.0,9.980269786,14.636,1.368493039,8.065,1.368493039,8.065,-,-,3002642536.147714,3056032808.96,17.9839165730337,18.3036903,7515.216816128,9113.6,0.0,0.0,9.939132341,15.424,false,4.0,-,-,4294967296.0,0.0,-,-,-,-,-,-,-,-,-,-
usmlrs1176,4.0,4.0,2.4 GHz,8236459622.4,Virtual (VM),Intel(R) Xeon(R) CPU E5-2695 v2,"VMware, Inc.",-,-,Red Hat Enterprise Linux Server release 5.7 (Tikanga),2.6.18-274.17.1.el5,3.1-2,0.898885017,2.23,0.898885017,2.23,-,-,1950079680.1691155,1961508208.64,23.6761881857143,23.8149435,18874.139651072,977735.68,69242.758689792,142026.752,11.449114983,18.412,0.849704715,6.47,0.849704715,6.47,-,-,1947619764.879753,1987030548.48,23.6463220144913,24.1248138,17899.011811328,977735.68,69123.038967808,142026.752,11.406257072,18.412,0.875249594,6.47,0.875249594,6.47,-,-,1925021964.4952247,1987030548.48,23.3719589818266,24.1248138,17713.363144704,977735.68,69271.145908224,142026.752,11.436955319,18.608,false,4.0,-,-,6241124352.0,0.0,-,-,-,-,-,-,-,-,-,-
usmlrs1004,3.0,3.0,2.4 GHz,6118336102.4,Virtual (VM),Intel(R) Xeon(R) CPU E5-2695 v2,"VMware, Inc.",-,-,Red Hat Enterprise Linux Server release 5.8 (Tikanga),2.6.18-308.1.1.el5,3.1-2,1.427331068,4.32,1.427331068,4.32,-,-,1988262121.515778,2303134269.44,32.4967783437722,37.6431473,290.87430656,778.24,52764.825053184,91389.952,10.20541637,16.76,1.38367999,10.27333,1.38367999,10.27333,-,-,2106251739.8207202,2341658951.68,34.4252375899452,38.2728067,197.21556992,778.24,53056.539014144,106362.88,10.235192633,18.018,1.422955328,21.9,1.422955328,21.9,-,-,2076523899.8754919,2341658951.68,33.939356470439,38.2728067,163.204226048,901.12,52881.198526464,106362.88,10.213574192,18.018,false,3.0,-,-,4293604147.2,0.0,-,-,-,-,-,-,-,-,-,-
usmlrs444,4.0,4.0,2.4 GHz,8357779865.6,Unknown,Intel(R) Xeon(R) CPU E5-2695 v2,-,-,-,Red Hat Enterprise Linux AS release 4 (Nahant Update 7),2.6.9-78.ELsmp,3.1-2,50.4916171,51.385,50.4916171,51.385,-,-,6040978168.120083,8243212451.84,72.2796994583643,98.6292124,6514.847881216,93204.48,60935.841784832,220465.152,7.891888476,16.09,50.588405108,89.26,50.588405108,89.26,-,-,4942275177.456075,8318730895.36,59.1338280849274,99.532783,350886.16797184,31281807.36,61791.18431232,1512007.68,7.916110165,81.378,50.562763021,90.93,50.562763021,90.93,-,-,5936587236.406461,8319401984.0,71.0306724020299,99.5408125,166655.458762752,33766481.92,60011.914072064,1512007.68,7.803239455,84.168,false,4.0,-,-,8587208294.4,25375539.2,-,-,-,-,-,-,-,-,-,-
usmlrs703,24.0,12.0,2.67 GHz,270868781465.6,Stand-alone,Intel(R) Xeon(R) CPU X5650,HP,-,-,Red Hat Enterprise Linux Server release 6.5 (Santiago),2.6.32-696.3.2.el6.x86_64,3.1-0,0.460052404,3.76667,0.460052404,3.76667,-,-,126550528523.48898,127393784135.68,46.7202339968641,47.0315492,72553.218675712,3884830.72,-,-,-,-,0.870808541,71.50167,0.870808541,71.50167,-,-,124366824868.23099,128285283450.88,45.9140489337965,47.3606751,113841.86600448,43088056.32,-,-,-,-,0.908274781,94.89833,0.908274781,94.89833,-,-,113913996253.4122,128285283450.88,42.055048070448,47.3606751,108271.281028096,43088056.32,-,-,-,-,true,12.0,-,-,4294967296.0,0.0,-,-,-,-,-,-,-,-,-,-
usmlrs1008,8.0,8.0,2.4 GHz,33615983411.2,Virtual (VM),Intel(R) Xeon(R) CPU E5-2695 v2,"VMware, Inc.",-,-,Red Hat Enterprise Linux Server release 5.7 (Tikanga),2.6.18-274.17.1.el5,3.1-2,3.161067616,5.115,3.161067616,5.115,-,-,29153145665.193245,29547613388.8,86.7240601288256,87.897513,309048.010249216,1036390.4,238975.916184576,384843.776,36.734078292,50.022,8.106066451,25.9825,8.106066451,25.9825,-,-,31105715338.57928,33302312386.56,92.5325163275261,99.0668992,344108.49736192,1036390.4,270535.152453632,935008.256,40.583989049,73.884,7.177629809,27.4125,7.177629809,27.4125,-,-,29839086804.078167,33302312386.56,88.7645809409128,99.0668992,358836.032279552,1214136.32,275816.150217728,935008.256,42.815067242,95.548,false,8.0,-,-,6241124352.0,0.0,-,-,-,-,-,-,-,-,-,-
usmlrs1007,8.0,8.0,2.4 GHz,33615878553.6,Virtual (VM),Intel(R) Xeon(R) CPU E5-2695 v2,"VMware, Inc.",-,-,Red Hat Enterprise Linux Server release 5.7 (Tikanga),2.6.18-274.17.1.el5,3.1-2,3.382802491,5.665,3.382802491,5.665,-,-,24703946721.097416,24984525209.6,73.4889218516014,74.3235824,297196.868327424,493916.16,201614.725921792,361662.464,30.601451957,38.536,6.37463788,29.63,6.37463788,29.63,-,-,25704989158.708084,27280927621.12,76.4668075462917,81.1548851,274473.21485312,1175736.32,206577.019730944,543948.8,30.51543554,62.766,4.738017082,29.63,4.738017082,29.63,-,-,24548907096.839554,27280927621.12,73.0277123581721,81.1548851,267633.280717824,1175736.32,213623.145517056,543948.8,31.725327214,71.37,false,8.0,-,-,6241124352.0,0.0,-,-,-,-,-,-,-,-,-,-
usmlrs1359,6.0,6.0,2.4 GHz,16727513497.6,Virtual (VM),Intel(R) Xeon(R) CPU E5-2695 v2,"VMware, Inc.",-,-,Red Hat Enterprise Linux Server release 6.5 (Santiago),2.6.32-431.17.1.el6.x86_64,3.1-2,0.775819094,2.27667,0.775819094,2.27667,-,-,16283555553.13687,16389851054.08,97.3459417933798,97.9813949,6372.134354944,521707.52,239200.669881344,2665347.072,15.411512195,21.212,0.756278119,4.33,0.756278119,4.33,-,-,16195377632.177553,16553596682.24,96.8187987674442,98.9602949,6619.573042176,523243.52,247368.396546048,6022899.712,15.437720099,34.216,0.757683609,8.37667,0.757683609,8.37667,-,-,16205390016.672695,16553596682.24,96.8786545530964,98.9602949,6520.03147264,527073.28,241984.999523328,6022899.712,15.410810549,57.382,false,6.0,-,-,4227858432.0,26780631.04,-,-,-,-,-,-,-,-,-,-
usmlrs100,4.0,4.0,2.4 GHz,7983543091.2,Virtual (VM),Intel(R) Xeon(R) CPU E5-2695 v2,"VMware, Inc.",-,-,Red Hat Enterprise Linux Server release 5.4 (Tikanga),2.6.18-164.el5,3.1-2,26.794790941,30.335,26.794790941,30.335,-,-,4662335349.56385,4672349798.4,58.3993259170732,58.5247646,1285.67303168,3727.36,73318.08602112,129961.984,10.509763066,12.632,26.660300248,30.505,26.660300248,30.505,-,-,4632145510.765953,4672349798.4,58.0211750321092,58.5247646,1235.772347392,12738.56,72645.674179584,142348.288,10.478237221,12.878,26.711832581,33.63,26.711832581,33.63,-,-,4525116153.194873,4672349798.4,56.6805502454567,58.5247646,1247.025122304,332226.56,73753.28758784,150310.912,10.550686635,13.288,false,4.0,-,-,4293604147.2,0.0,-,-,-,-,-,-,-,-,-,-
usmlrs965,2.0,2.0,2.4 GHz,4007342899.2,Virtual (VM),Intel(R) Xeon(R) CPU E5-2695 v2,"VMware, Inc.",-,-,Red Hat Enterprise Linux Server release 5.4 (Tikanga),2.6.18-164.el5,3.1-2,1.990522648,5.28,1.990522648,5.28,-,-,2469712952.65928,2621125427.2,61.629688666899,65.4080645,304.91651584,839.68,51073.694773248,88264.704,11.891756098,16.23,1.99680397,8.96,1.99680397,8.96,-,-,2461386046.268506,2621125427.2,61.4218974571712,65.4080645,215.736218624,839.68,51270.848603136,113526.784,11.923131514,20.968,2.012508392,9.43,2.012508392,9.43,-,-,2430037971.6787896,2715476295.68,60.6396316167728,67.7625141,183.713115136,942.08,51273.236031488,122894.336,11.934842401,20.968,false,2.0,-,-,4293604147.2,0.0,-,-,-,-,-,-,-,-,-,-
usphvi05_rfpd,8.0,2.0,4228 MHz,8589934592.0,Virtual (LPAR),PowerPC_POWER7,IBM,"IBM,8231-E1D",06B9B1T,2.2.5.10,6.1.9.200 (TL 08),2.5-3,0.614654804,1.262,0.488185053,0.96,0.614654804,1.262,3491699717.976359,3509311242.24,40.6487346384342,40.8537598,797.55387904,1126.4,89494.339488768,298821.89824,14.169964413,25.98,0.614210055,2.198,0.485805127,1.5,0.614210055,2.198,3483854531.0437865,3517678878.72,40.55740464445,40.9511719,794.42827264,1126.4,89413.336024064,302561.8944,14.163135889,26.22,0.605290599,3.342,0.479492292,1.775,0.605290599,3.342,3443684204.4029665,3517678878.72,40.0897604941115,40.9511719,813.291257856,6328.32,89561.487830016,1242979.9936,14.196791469,92.26,true,2.0,-,-,1610612736.0,15791554.56,0,-,-,-,-,Shared-SMT-4,Uncapped,2.0,255,1.00
usmliu62,12.0,3.0,3612 MHz,34359738368.0,Virtual (LPAR),PowerPC_POWER7,IBM,"IBM,8233-E8B",109D7BR,6100-09-11-1810,6.1.9.316 (TL 09),2.3-9,7.00235,75.566,3.942625179,49.705,7.00235,75.566,33379973070.848,34330357268.48,97.14850769,99.9144897,1139555.913143296,55193169.92,13306296.978285568,236148674.56,130.454285714,2838.06,6.859805611,76.844,3.609366037,52.625,6.859805611,76.844,31075374363.108704,34330357268.48,90.4412426840681,99.9144897,19791305.45507021,123377336.32,26222769.93795584,350441902.08,121.132835671,7444.2,8.653647783,82.468,4.205354633,62.83834,8.653647783,82.468,32486014865.378376,34330357268.48,94.5467468859995,99.9144897,4755864.843947008,123377336.32,10522914.281532416,350441902.08,100.338627815,7444.2,true,3.0,-,-,17179869184.0,56434360.32,0,-,-,-,-,Shared-SMT-4,Uncapped,3.0,128,1.50
usmliu60,96.0,24.0,3612 MHz,214748364800.0,Virtual (LPAR),PowerPC_POWER7,IBM,"IBM,8233-E8B",109D7BR,6100-09-04-1441,6.1.9.30 (TL 09),2.5-3,19.775103203,61.81,9.422462705,26.93396,19.775103203,61.81,197591386962.97708,202067285114.88,92.0106596160142,94.0949121,130616541.9274025,233822556.16,565900532.2010419,1176781772.31872,3477.921921708,9627.74,15.646170234,61.81,7.997151901,26.93396,15.646170234,61.81,202525981256.9387,212733588930.56,94.3085091479343,99.0617969,40950212.08911872,233822556.16,371438099.8194821,1176781772.31872,4132.328641115,15357.2,14.150510606,61.81,7.177104929,26.93396,14.150510606,61.81,203168385239.63965,214456755814.4,94.6076518124493,99.864209,30058530.894577663,233822556.16,364424277.24709785,1538584800.59392,3781.74950794,16029.56,true,24.0,-,-,17179869184.0,185556008.96,4,-,-,-,-,Shared-SMT-4,Uncapped,24.0,255,16.00
usmlrs1148,6.0,6.0,2.5 GHz,33568902348.8,Virtual (VM),Intel(R) Xeon(R) CPU E7-8890 v3,"VMware, Inc.",-,-,Red Hat Enterprise Linux,3.10.0-514.2.2.el7.x86_64,3.1-2,4.371405679,59.48334,4.371405679,59.48334,-,-,31610975374.289143,32608931020.8,94.1674382034843,97.1402957,499015.18048768,8787374.08,9461705.767247872,281056876.544,167.721149826,2374.34,6.154777474,67.42667,6.154777474,67.42667,-,-,31656321841.166813,32903308247.04,94.3025229490323,98.0172301,709647.56073472,10344673.28,13407928.753992705,321762557.952,279.576499256,2798.408,6.791726721,71.47,6.791726721,71.47,-,-,31637566292.502773,32939714805.76,94.2466511527955,98.1256833,694346.544924672,14643916.8,13756518.851371009,346226429.952,316.275553421,2907.964,false,6.0,-,-,17175674880.0,0.0,-,-,-,-,-,-,-,-,-,-
