Name,Logical CPUs,Virtual CPUs,Processor Speed,Real Memory Bytes,Deployment,Processor,Vendor,Model,Serial #,OS Level,Kernel,Galileo Agent,Avg CPU (24 hours),Peak CPU (24 hours),Avg LCPU (24 hours),Peak LCPU (24 hours),Avg VCPU (24 hours),Peak VCPU (24 hours),Avg Memory (24 hours) Bytes,Peak Memory (24 hours) Bytes,Avg Memory % (24 hours),Peak Memory % (24 hours),Avg Network Throughput (24 hours) B/s,Peak Network Throughput (24 hours) B/s,Avg Disk Throughput (24 hours) B/s,Peak Disk Throughput (24 hours) B/s,Avg Disk Transfers (24 hours) /s,Peak Disk Transfers (24 hours) /s,Avg CPU (7 days),Peak CPU (7 days),Avg LCPU (7 days),Peak LCPU (7 days),Avg VCPU (7 days),Peak VCPU (7 days),Avg Memory (7 days) Bytes,Peak Memory (7 days) Bytes,Avg Memory % (7 days),Peak Memory % (7 days),Avg Network Throughput (7 days) B/s,Peak Network Throughput (7 days) B/s,Avg Disk Throughput (7 days) B/s,Peak Disk Throughput (7 days) B/s,Avg Disk Transfers (7 days) /s,Peak Disk Transfers (7 days) /s,Avg CPU (30 days),Peak CPU (30 days),Avg LCPU (30 days),Peak LCPU (30 days),Avg VCPU (30 days),Peak VCPU (30 days),Avg Memory (30 days) Bytes,Peak Memory (30 days) Bytes,Avg Memory % (30 days),Peak Memory % (30 days),Avg Network Throughput (30 days) B/s,Peak Network Throughput (30 days) B/s,Avg Disk Throughput (30 days) B/s,Peak Disk Throughput (30 days) B/s,Avg Disk Transfers (30 days) /s,Peak Disk Transfers (30 days) /s,SMT,# of Processors,System Firmware,Current Processor Firmware,Total Page Space Bytes,Used Page Space Bytes,Fibre Channel Adapters,Used Fibre Adapters,Ethernet Adapters,Ethernet Adapter Speed,Used Ethernet Adapters,LPAR Type,LPAR Mode,LPAR Vps,LPAR Weight,LPAR Entitled
usmlrs513,8.0,8.0,2.5 GHz,33153456537.6,Unknown,Intel(R) Xeon(R) CPU E7-8890 v3,-,-,-,Red Hat Enterprise Linux AS release 4 (Nahant Update 7),2.6.9-78.ELsmp,3.1-2,2.159946619,12.71,2.159946619,12.71,-,-,30745380707.44865,33080475648.0,92.7365768715303,99.7798694,256966.787188736,10614599.68,90096.993480704,195528.704,9.621686833,12.964,1.364085366,13.155,1.364085366,13.155,-,-,31307658361.738102,33088235110.4,94.4325618843206,99.8032741,219411.445296128,52711505.92,166417.36467456,50803968.0,10.160114485,805.556,1.32762071,13.505,1.32762071,13.505,-,-,31703640908.260967,33088235110.4,95.626954831368,99.8032741,197359.874144256,62528286.72,159047.735453696,60139933.696,9.94397915,925.716,false,8.0,-,-,8587208294.4,209715.2,-,-,-,-,-,-,-,-,-,-
usmlrs504,16.0,16.0,2.5 GHz,49780726169.6,Unknown,Intel(R) Xeon(R) CPU E7-8890 v3,-,-,-,Red Hat Enterprise Linux AS release 4 (Nahant Update 9),2.6.9-78.ELlargesmp,3.1-2,1.883584306,13.6975,1.883584306,13.6975,-,-,49278461064.29024,49696756203.52,98.9910450402135,99.8313203,1812170.741067776,53739929.6,153439.656541184,1294100.48,8.878062278,52.716,1.734665102,22.6125,1.734665102,22.6125,-,-,47950647943.44954,49701181194.24,96.3237213145346,99.8402093,1603328.767108096,58125864.96,202555.776063488,26263998.464,10.567797661,696.66,1.293638642,28.0025,1.293638642,28.0025,-,-,48962735140.60107,49703341260.8,98.3568117787328,99.8445485,1567935.774137344,58378792.96,174321.090755584,26263998.464,10.295761015,784.134,false,16.0,-,-,8587208294.4,209715.2,-,-,-,-,-,-,-,-,-,-
usmlrs527,8.0,8.0,2.5 GHz,35167351603.2,Unknown,Intel(R) Xeon(R) CPU E7-8890 v3,-,-,-,Red Hat Enterprise Linux AS release 4 (Nahant Update 7),2.6.9-78.ELsmp,3.1-2,12.789799652,16.405,12.789799652,16.405,-,-,35026263546.79094,35066101104.64,99.5988095498258,99.7120895,364127.33547008,48704532.48,89392.909379584,778258.432,9.434083624,22.312,12.790842432,16.405,12.790842432,16.405,-,-,35030304530.94003,35099760394.24,99.6103002764764,99.8078013,431075.05357824,69025546.24,229111.17784576,34319390.72,11.533584119,884.68,12.788851045,16.405,12.788851045,16.405,-,-,35027288929.821785,35100452454.4,99.6017252739901,99.8097692,425157.175809024,73812131.84,221076.23475712,34319390.72,11.441166203,884.68,false,8.0,-,-,8587208294.4,209715.2,-,-,-,-,-,-,-,-,-,-
usmlrs503,8.0,8.0,2.5 GHz,46407037747.2,Unknown,Intel(R) Xeon(R) CPU E7-8890 v3,-,-,-,Red Hat Enterprise Linux AS release 4 (Nahant Update 9),2.6.9-78.ELsmp,3.1-2,13.228620996,20.82,13.228620996,20.82,-,-,44253504823.20844,45898813931.52,95.3594691053381,98.9048562,416215.477295104,51227832.32,77807.36091136,181477.376,8.299466192,16.058,13.162090592,20.82,13.162090592,20.82,-,-,44220341887.232376,46335399034.88,95.2880080979592,99.8456296,411502.499233792,72057548.8,136537.222052864,20831166.464,8.977607765,415.382,13.186114482,21.4325,13.186114482,21.4325,-,-,44534117196.30501,46335399034.88,95.9641454356464,99.8456296,407723.051219968,72057548.8,133383.883467776,32153370.624,8.939755193,496.408,false,8.0,-,-,8587208294.4,209715.2,-,-,-,-,-,-,-,-,-,-
usmlrs502,8.0,8.0,2.5 GHz,46407037747.2,Unknown,Intel(R) Xeon(R) CPU E7-8890 v3,-,-,-,Red Hat Enterprise Linux AS release 4 (Nahant Update 9),2.6.9-78.ELsmp,3.1-2,35.02847561,60.085,35.02847561,60.085,-,-,39587645798.7923,46324221214.72,85.3052634233449,99.8215432,556692.569198592,43016089.6,139107.103219712,1300002.816,10.053721254,50.722,29.39248139,60.085,29.39248139,60.085,-,-,39639626502.31675,46331561246.72,85.4172738148883,99.8373598,563613.42157824,44004659.2,276408.672683008,31377356.8,11.292808933,395.268,28.957203863,60.085,28.957203863,60.085,-,-,39564601222.92407,46332483993.6,85.2556059241232,99.8393482,557587.113716736,54412595.2,273222.410934272,36169101.312,11.251327025,455.082,false,8.0,-,-,8587208294.4,209715.2,-,-,-,-,-,-,-,-,-,-
usmlrs1179,8.0,8.0,2.5 GHz,12329471180.8,Virtual (VM),Intel(R) Xeon(R) CPU E7-8890 v3,"VMware, Inc.",-,-,Red Hat Enterprise Linux Server release 5.7 (Tikanga),2.6.18-274.el5,3.1-2,0.192117438,0.5475,0.192117438,0.5475,-,-,10821954511.751348,10828791152.64,87.77306303879,87.8285126,5591.258647552,416051.2,63398.522078208,153237.504,8.36205694,11.43,0.208343703,6.51,0.208343703,6.51,-,-,11541574243.402645,12263075348.48,93.6096453294674,99.4614868,38379.132622848,40116551.68,94582.767689728,38054719.488,8.86822001,564.224,0.206148139,7.41,0.206148139,7.41,-,-,11658430885.056742,12263075348.48,94.5574284096027,99.4614868,35815.79490816,46354534.4,92673.159200768,43925297.152,8.845925287,564.224,false,8.0,-,-,8589829734.4,209715.2,-,-,-,-,-,-,-,-,-,-
usmlrs1180,8.0,8.0,2.5 GHz,12329471180.8,Virtual (VM),Intel(R) Xeon(R) CPU E7-8890 v3,"VMware, Inc.",-,-,Red Hat Enterprise Linux Server release 5.7 (Tikanga),2.6.18-274.el5,3.1-2,0.230462633,0.6525,0.230462633,0.6525,-,-,11083558774.980476,11093871165.44,89.8948431135231,89.9784833,5639.506904064,423669.76,64395.300441088,152502.272,8.368177936,10.902,0.243181931,5.8575,0.243181931,5.8575,-,-,11619963238.09919,12263054376.96,94.2454308686909,99.4613167,37805.009616896,40797818.88,94421.371220992,38676391.936,8.869598805,555.154,0.232051237,7.375,0.232051237,7.375,-,-,11616025470.775066,12263054376.96,94.2134930236419,99.4613167,35292.323885056,43748515.84,92567.036302336,41668321.28,8.860586394,555.154,false,8.0,-,-,8589829734.4,209715.2,-,-,-,-,-,-,-,-,-,-
usmlrs1205,12.0,12.0,2.5 GHz,12329261465.6,Virtual (VM),Intel(R) Xeon(R) CPU E7-8890 v3,"VMware, Inc.",-,-,Red Hat Enterprise Linux Server release 5.7 (Tikanga),2.6.18-274.el5,3.1-2,0.281469477,0.62833,0.281469477,0.62833,-,-,10888029777.848959,10895040184.32,88.3104783533101,88.3673383,6461.54703872,672358.4,65522.270550016,195729.408,8.531087108,12.508,0.304527975,8.705,0.304527975,8.705,-,-,11269101557.714518,12260097392.64,91.401269971464,99.439025,51213.873548288,69693153.28,94148.563279872,37109004.288,9.028626303,448.178,0.294407911,8.705,0.294407911,8.705,-,-,11464014839.789125,12262739804.16,92.9821698711657,99.460457,47818.972627968,69693153.28,91672.845857792,37109004.288,8.972048945,448.178,false,12.0,-,-,8587208294.4,104857.6,-,-,-,-,-,-,-,-,-,-
usmlrs1178,8.0,8.0,2.5 GHz,12329471180.8,Virtual (VM),Intel(R) Xeon(R) CPU E7-8890 v3,"VMware, Inc.",-,-,Red Hat Enterprise Linux Server release 5.7 (Tikanga),2.6.18-274.el5,3.1-2,0.389991103,0.9025,0.389991103,0.9025,-,-,10965610692.491608,10973284925.44,88.9382077434164,89.0004507,5572.746476544,397332.48,66382.36333056,154687.488,8.605629893,11.008,0.435390742,12.475,0.435390742,12.475,-,-,11601788101.705336,12262089687.04,94.0980187350423,99.4534924,43665.65367808,39395532.8,102470.466898944,37341304.832,9.070831259,405.728,0.432105848,12.81,0.432105848,12.81,-,-,11695359616.52632,12263515750.4,94.8569443488475,99.4650587,40761.425291264,41628774.4,100185.876924416,39528519.68,9.061830882,461.644,false,8.0,-,-,8589829734.4,209715.2,-,-,-,-,-,-,-,-,-,-
usmlrs1207,12.0,12.0,2.5 GHz,12329261465.6,Virtual (VM),Intel(R) Xeon(R) CPU E7-8890 v3,"VMware, Inc.",-,-,Red Hat Enterprise Linux Server release 5.7 (Tikanga),2.6.18-274.el5,3.1-2,0.285332384,0.71334,0.285332384,0.71334,-,-,11108127918.188921,11115450859.52,90.0956472466192,90.1550421,6526.852100096,680017.92,66606.885352448,186161.152,8.371829181,12.652,0.313192115,8.37167,0.313192115,8.37167,-,-,11415952823.916954,12262593003.52,92.5923491504729,99.4592664,50712.496485376,55968768.0,94224.559338496,32268398.592,8.9,571.226,0.31180412,8.71666,0.31180412,8.71666,-,-,11542777886.827085,12262593003.52,93.6210000821731,99.4592664,47204.4031232,55968768.0,92298.21408256,32268398.592,8.859908085,571.226,false,12.0,-,-,8587208294.4,104857.6,-,-,-,-,-,-,-,-,-,-
usmlrs1206,12.0,12.0,2.5 GHz,12329261465.6,Virtual (VM),Intel(R) Xeon(R) CPU E7-8890 v3,"VMware, Inc.",-,-,Red Hat Enterprise Linux Server release 5.7 (Tikanga),2.6.18-274.el5,3.1-2,0.236642847,0.60333,0.236642847,0.60333,-,-,10961327502.085062,10970265026.56,88.9049804985765,88.9774708,5527.049110528,399441.92,64721.005324288,152477.696,8.472512456,10.842,0.2589389,6.265,0.2589389,6.265,-,-,11602430118.327223,12260978196.48,94.1048265595819,99.446169,38234.559521792,30967173.12,96118.192740352,29426100.224,8.96120657,479.108,0.256211665,6.265,0.256211665,6.265,-,-,11696191749.986713,12262278430.72,94.8653070796015,99.4567149,35700.117384192,32506245.12,94403.625119744,31040043.008,8.95180478,536.598,false,12.0,-,-,8587208294.4,104857.6,-,-,-,-,-,-,-,-,-,-
usmlrs1177,8.0,8.0,2.5 GHz,12329471180.8,Virtual (VM),Intel(R) Xeon(R) CPU E7-8890 v3,"VMware, Inc.",-,-,Red Hat Enterprise Linux Server release 5.7 (Tikanga),2.6.18-274.el5,3.1-2,0.284146341,0.685,0.284146341,0.685,-,-,9747480875.136713,9754692812.8,79.0583856557491,79.1168791,11230.247247872,2033930.24,70352.018285568,163575.808,9.294996516,11.922,0.315795285,9.42,0.315795285,9.42,-,-,11083993922.973728,12262593003.52,89.898372448933,99.4575746,71826.45995008,45216194.56,136640.417476608,46018732.032,11.115741935,2042.498,0.300691174,9.855,0.300691174,9.855,-,-,11479143665.14679,12263536721.92,93.1032928894895,99.4652288,66707.407085568,57362657.28,132280.552164352,59184766.976,11.003912934,2042.498,false,8.0,-,-,8589829734.4,209715.2,-,-,-,-,-,-,-,-,-,-
usmlrs512,8.0,8.0,2.5 GHz,42171000422.4,Virtual (VM),Intel(R) Xeon(R) CPU E7-8890 v3,"VMware, Inc.",-,-,Red Hat Enterprise Linux AS release 4 (Nahant Update 9),2.6.9-103.ELsmp,3.1-2,0.357360627,3.965,0.357360627,3.965,-,-,41677890569.27623,42085520506.88,98.8306896944251,99.7973017,355105.431638016,17274470.4,71798.848223232,202625.024,8.113498258,12.3,0.346397022,6.16,0.346397022,6.16,-,-,41229066318.87074,42095901409.28,97.766393743871,99.8219179,338117.675196416,30637895.68,151714.250386432,27998191.616,9.352226303,523.686,0.335467576,13.62,0.335467576,13.62,-,-,40215685426.80285,42095901409.28,95.3633658768723,99.8219179,332244.427943936,39143157.76,158965.535777792,38557243.392,9.35609978,564.7,false,8.0,-,-,8587208294.4,259941990.4,-,-,-,-,-,-,-,-,-,-
usmlrs327,8.0,8.0,2.5 GHz,33153456537.6,Virtual (VM),Intel(R) Xeon(R) CPU E7-8890 v3,"VMware, Inc.",-,-,Red Hat Enterprise Linux AS release 4 (Nahant Update 9),2.6.9-103.ELsmp,3.1-2,2.578069395,3.8325,2.578069395,3.8325,-,-,33054309385.474407,33076910489.6,99.7009447501779,99.7691159,153380.696370176,32665620.48,89351.084184576,215719.936,9.457736655,11.332,2.664140119,8.3125,2.664140119,8.3125,-,-,33058464310.14086,33085362012.16,99.7134771521653,99.7946081,211212.76814336,34004336.64,162617.192107008,28780709.888,10.676505724,1152.484,2.723080259,8.6675,2.723080259,8.6675,-,-,33057475157.125237,33086473502.72,99.7104935936639,99.7979606,205188.141231104,35342909.44,157076.045651968,31299147.776,10.594643905,1152.484,false,8.0,-,-,8587208294.4,209715.2,-,-,-,-,-,-,-,-,-,-
usmlrs463,2.0,2.0,2.5 GHz,33616822272.0,Unknown,Intel(R) Xeon(R) CPU E7-8890 v3,-,-,-,Red Hat Enterprise Linux Server release 5.5 (Tikanga),2.6.18-194.el5,2.5-8,4.661927273,29.25,4.661927273,29.25,-,-,32971513349.584976,33037840547.84,98.0803988010909,98.2777024,89471.3856,1961287.68,130624.828509184,336267.264,9.407825455,21.066,5.357266074,51.51,5.357266074,51.51,-,-,33196650611.536297,33453454131.2,98.750114875954,99.5140286,246976.44562432,43786403.84,271370.070849536,41974319.104,13.928760063,476.368,5.234295687,95.04,5.234295687,95.04,-,-,33201830191.174778,33454460764.16,98.7655225779149,99.517023,226410.892551168,46657372.16,257541.010156544,44519004.16,13.40137144,502.39,false,2.0,-,-,8489271296.0,60293120.0,-,-,-,-,-,-,-,-,-,-
usmlrs500,12.0,12.0,2.5 GHz,50641187635.2,Unknown,Intel(R) Xeon(R) CPU E7-8890 v3,-,-,-,Red Hat Enterprise Linux AS release 4 (Nahant Update 7),2.6.9-78.ELlargesmp,3.1-2,10.11320306,19.71334,10.11320306,19.71334,-,-,49411278439.56602,50558748590.08,97.5713263192171,99.8372095,832497.787899904,76830801.92,184583.798433792,5472827.392,10.253202847,68.206,9.886101727,20.54,9.886101727,20.54,-,-,47297505929.61066,50560090767.36,93.3973078785963,99.8398599,753205.305086976,76830801.92,354344.790777856,40973783.04,11.885438527,529.788,9.79985509,23.535,9.79985509,23.535,-,-,47280420825.86224,50560174653.44,93.3635703146664,99.8400255,697131.922545664,76830801.92,313193.398529024,40973783.04,11.419299196,598.138,false,12.0,-,-,8587208294.4,209715.2,-,-,-,-,-,-,-,-,-,-
usmlrs501,12.0,12.0,2.5 GHz,49780726169.6,Unknown,Intel(R) Xeon(R) CPU E7-8890 v3,-,-,-,Red Hat Enterprise Linux AS release 4 (Nahant Update 9),2.6.9-78.ELlargesmp,3.1-2,1.893031498,7.855,1.893031498,7.855,-,-,48283659307.814224,49696273858.56,96.9926777372822,99.8303514,783124.016166912,49554268.16,129675.435260928,553381.888,9.944738676,25.196,1.378459916,8.81667,1.378459916,8.81667,-,-,45714034118.584435,49700971479.04,91.8307900194541,99.839788,713467.58384128,64265830.4,314818.774455296,35328456.704,11.622503226,514.08,3.350636975,32.17166,3.350636975,32.17166,-,-,45440795426.150154,49705962700.8,91.2819055140873,99.8498144,671292.9514496,64265830.4,1461856.354540544,53765885.952,18.901824884,589.49,false,12.0,-,-,8587208294.4,209715.2,-,-,-,-,-,-,-,-,-,-
usmlrs1304,4.0,4.0,2.4 GHz,4018772377.6,Virtual (VM),Intel(R) Xeon(R) CPU E7- 4870,"VMware, Inc.",-,-,Red Hat Enterprise Linux Server release 6.4 (Santiago),2.6.32-358.14.1.el6.x86_64,3.1-2,0.675569395,6.735,0.675569395,6.735,-,-,3872251233.4807367,3896990760.96,96.3540820355872,96.9696812,92766.018505728,20879728.64,136426.834904064,20891371.52,8.313551601,222.166,0.716881533,19.37,0.716881533,19.37,-,-,3809979621.75506,3899004026.88,94.8045637771528,97.0197777,107457.255151616,72050913.28,148062.004117504,71854000.128,8.534296665,633.28,0.671056463,21.625,0.671056463,21.625,-,-,3807433427.920093,3899255685.12,94.7412062732939,97.0260398,104158.285473792,95019233.28,146707.810562048,95146317.824,8.519514444,989.04,false,4.0,-,-,4294967296.0,55889100.8,-,-,-,-,-,-,-,-,-,-
aix1003,4.0,1.0,4228 MHz,8589934592.0,Virtual (LPAR),PowerPC_POWER7,IBM,"IBM,8231-E1D",216340V,7100-02-07-1524,7.1.4.0 (TL 02),2.5-3,16.452087273,21.814,10.312163636,16.3,16.452087273,21.814,8511975902.4128,8565397913.6,99.0924414069091,99.7143555,2946270.67345408,5101281.28,32952.250740736,101920.0,6.598909091,9.4,16.58552028,75.95,10.394298948,57.615,16.58552028,75.95,7350660822.101656,8573346119.68,85.5729545252379,99.8068848,3034322.655823872,82946191.36,45315.427728384,13093760.0,6.862854281,284.92,26.738744748,87.912,17.022865932,75.11,26.738744748,87.912,8071805463.689167,8573346119.68,93.9681830788973,99.8068848,11677836.975619072,82946191.36,46303.28225792,15230220.96384,6.592334301,337.62,true,1.0,-,-,536870912.0,18538823.68,0,-,-,-,-,Shared-SMT-4,Uncapped,1.0,96,0.20
usmlrs506,16.0,16.0,2.5 GHz,42169008128.0,Virtual (VM),Intel(R) Xeon(R) CPU E7-8890 v3,"VMware, Inc.",-,-,Red Hat Enterprise Linux AS release 4 (Nahant Update 9),2.6.9-103.ELlargesmp,3.1-2,6.77705516,10.115,6.77705516,10.115,-,-,39597961197.924644,41302339092.48,93.9029940590747,97.9447725,289497.11715328,8678256.64,101462.91245568,1058455.552,8.588291815,19.418,7.010372698,43.3925,7.010372698,43.3925,-,-,38824251958.22265,42064926474.24,92.0682123724739,99.7531797,320585.774893056,26238648.32,148359.429989376,25017612.288,13.433580886,1480.288,7.018711436,85.0675,7.018711436,85.0675,-,-,39953916621.92434,42089190522.88,94.7471102489401,99.8107197,329327.659057152,26238648.32,147601.20453632,25017612.288,13.109881,1808.228,false,16.0,-,-,8587208294.4,209715.2,-,-,-,-,-,-,-,-,-,-
usmlrs442,4.0,4.0,2.4 GHz,8237298483.2,Virtual (VM),Intel(R) Xeon(R) CPU E5-2695 v2,"VMware, Inc.",-,-,Red Hat Enterprise Linux Server release 5.4 (Tikanga),2.6.18-164.el5,3.1-2,4.502686833,21.825,4.502686833,21.825,-,-,8050717332.607075,8188225126.4,97.7349230327402,99.4042542,366697.752597504,47538831.36,3294018.833309696,59821352.96,438.681352313,1254.822,5.182792434,37.28,5.182792434,37.28,-,-,8044303221.584298,8188665528.32,97.6570563513688,99.4096007,183482.511736832,52552151.04,3206388.200298496,109006436.352,389.0544888,1841.126,4.35220496,41.505,4.35220496,41.505,-,-,8042312052.803371,8189022044.16,97.6328837568864,99.4139287,184883.979496448,78402785.28,2497882.455231488,111318683.648,270.698991061,1841.126,false,4.0,-,-,9662313267.2,114861015.04,-,-,-,-,-,-,-,-,-,-
usmlrs801,12.0,12.0,3.2 GHz,44155849932.8,Virtual (VM),Intel(R) Xeon(R) CPU E7-8891 v2,"VMware, Inc.",-,-,Red Hat Enterprise Linux Server release 5.11 (Tikanga),2.6.18-418.el5,3.1-2,16.437179242,99.73667,16.437179242,99.73667,-,-,43783293832.66838,44035871866.88,99.1562701198556,99.728285,557664.485198848,6870507.52,739899.3827584,5759799.296,45.487599278,179.514,15.026925113,99.90167,15.026925113,99.90167,-,-,43869869367.35,44036144496.64,99.3523382175968,99.7289024,249442.999537664,6870507.52,832198.09380352,9541883.904,47.864251131,272.442,15.43149778,99.96834,15.43149778,99.96834,-,-,43850153982.59386,44036417126.4,99.3076886742192,99.7295199,251446.93853696,7214141.44,828592.71118848,9727334.4,47.76515304,295.258,false,12.0,-,-,17179869184.0,213385216.0,-,-,-,-,-,-,-,-,-,-
USSMELDC040P,12.0,6.0,2.60GHz,34323324930.62144,Stand-alone,Intel(R) Xeon(R) CPU E5-2630 v2,HP,ProLiant DL360p Gen8,-,Microsoft Windows Server 2008 R2 Standard ,7601,2.6.5.0,5.959521678,17.39107,5.959521678,17.39107,-,-,8108878285.561135,9190607253.66784,23.624978936014,26.7765645,515904.449593344,17705804.2368,572589.638247424,23248033.81248,22.995484021,486.29581,5.910850829,17.39107,5.910850829,17.39107,-,-,8070912773.097259,9190607253.66784,23.5143675308342,26.7765645,556788.594282496,45474880.34816,623315.60298496,49397682.08384,23.868569767,795.53185,5.544290938,33.30166,5.544290938,33.30166,-,-,7940524159.18388,10691371010.62144,23.1344841306205,31.1489957,554790.993584128,47265498.27584,623617.404857344,50796517.41696,23.523166087,821.41805,true,6.0,-,-,34323324930.62144,79169836.81024,-,-,-,-,-,-,-,-,-,-
usmlrs1697,6.0,6.0,3.2 GHz,16828071936.0,Virtual (VM),Intel(R) Xeon(R) CPU E7-8891 v2,"VMware, Inc.",-,-,Red Hat Enterprise Linux,3.10.0-229.4.2.el7.x86_64,3.1-2,0.53019676,4.40667,0.53019676,4.40667,-,-,9752704464.260695,10499685089.28,57.9549725101045,62.3938686,61360.07804928,9235599.36,50930.491762688,1060341.76,4.184571429,45.718,1.21188224,39.025,1.21188224,39.025,-,-,8001736672.928596,10499685089.28,80.1678697003484,98.2065925,222307.423314944,47288422.4,268712.91565568,43647948.8,8.247149826,944.984,1.299020734,39.025,1.299020734,39.025,-,-,7875056394.320216,10499685089.28,90.4725056697556,98.3997094,201269.20359936,50299822.08,252787.832671232,50483148.8,8.501028477,957.958,false,6.0,-,-,17179869184.0,0.0,-,-,-,-,-,-,-,-,-,-
usmlrs1667,8.0,8.0,3.5 GHz,134893430374.4,Stand-alone,Intel(R) Xeon(R) CPU E5-2637 v3,HP,-,-,Red Hat Enterprise Linux,3.10.0-229.7.2.el7.x86_64,3.1-2,1.008292683,13.32,1.008292683,13.32,-,-,111626552812.23355,114577186488.32,82.7516599641115,84.9390413,464236.215749632,21749657.6,51794.54795776,3585173.504,3.172773519,17.484,0.903836228,13.32,0.903836228,13.32,-,-,115132100338.61978,122666719641.6,85.3504133008933,90.9360221,446257.787235328,139320709.12,53778.101677056,3587489.792,3.253828288,49.074,0.962479191,13.32,0.962479191,13.32,-,-,113946758835.54688,125784387747.84,84.4716888878805,93.2472303,552663.00483584,161253273.6,53209.912430592,3587577.856,3.234818304,53.734,false,8.0,-,-,17179869184.0,0.0,4,-,-,-,-,-,-,-,-,-
usmlrs1647,16.0,8.0,3.3 GHz,405745434624.0,Stand-alone,Intel(R) Xeon(R) CPU E5-2643 0,HP,-,-,Red Hat Enterprise Linux Server release 5.11 (Tikanga),2.6.18-406.el5,3.2-0,2.121161032,6.32625,2.121161032,6.32625,-,-,239216534393.7503,244068542054.4,58.9572953846975,60.153121,384196.855800832,22925312.0,158419.898761216,464840.704,23.518854093,43.25,2.233326282,7.885,2.233326282,7.885,-,-,240682505175.1218,251538261934.08,59.3185984704828,61.9941078,680007.919561728,179713884.16,170459.809831936,2382880.768,24.428117471,46.902,2.279124499,19.34,2.279124499,19.34,-,-,229466176386.97565,251538261934.08,56.5542226247886,61.9941078,641619.083016192,192376668.16,170357.533920256,6561099.776,24.340125237,91.536,true,8.0,-,-,17213423616.0,0.0,4,-,-,-,-,-,-,-,-,-
usmlrs1648,16.0,8.0,3.3 GHz,405745434624.0,Stand-alone,Intel(R) Xeon(R) CPU E5-2643 0,HP,-,-,Red Hat Enterprise Linux Server release 5.11 (Tikanga),2.6.18-406.el5,3.2-0,0.924177046,3.3675,0.924177046,3.3675,-,-,226650994499.38007,231173259264.0,55.8603930323843,56.9749502,387386.77978624,34562232.32,148072.10545152,399714.304,21.842099644,46.424,1.675612245,9.5725,1.675612245,9.5725,-,-,234091403650.43906,244400437329.92,57.6941559099552,60.2349198,664546.549169152,158196531.2,160339.806932992,3406362.624,22.279143853,91.312,1.400301376,12.99125,1.400301376,12.99125,-,-,235741942864.42,256733704355.84,58.1009477241283,63.2745762,649378.279031808,180975513.6,160116.470519808,3406362.624,22.682443009,91.312,true,8.0,-,-,17448304640.0,0.0,2,-,-,-,-,-,-,-,-,-
usmlrs545,12.0,12.0,2.4 GHz,25553272832.0,Unknown,Intel(R) Xeon(R) CPU E5-2695 v2,-,-,-,Red Hat Enterprise Linux AS release 4 (Nahant Update 9),2.6.9-55.ELsmp,3.1-2,0.646281352,9.93,0.646281352,9.93,-,-,2796369941.2818985,3789763379.2,10.9432946604982,14.8308336,239714.537224192,3324211.2,102440.019815424,3916894.208,12.063871886,688.052,0.684442381,23.45166,0.684442381,23.45166,-,-,4598227924.095598,24373981347.84,17.9946731454818,95.3849689,309605.290624,20666286.08,311410.740146176,96693448.704,23.69149975,2617.484,0.684831811,44.39834,0.684831811,44.39834,-,-,5226273189.453103,24678487818.24,20.4524611146087,96.5766224,287888.810815488,21129666.56,299674.056614912,109587535.872,23.145737971,2683.548,false,12.0,-,-,4294967296.0,0.0,-,-,-,-,-,-,-,-,-,-
usmlrh138,12.0,12.0,2.4 GHz,25553272832.0,Unknown,Intel(R) Xeon(R) CPU E5-2695 v2,-,-,-,Red Hat Enterprise Linux AS release 4 (Nahant Update 5),2.6.9-55.ELsmp,3.1-2,0.700661986,3.145,0.700661986,3.145,-,-,6302301271.771579,12984223006.72,24.6633819184669,50.8123679,101445.432195072,2375987.2,116799.966104576,1375582.208,9.514369338,129.33,0.745990488,7.62334,0.745990488,7.62334,-,-,11728927299.719921,24324656332.8,45.8999024385764,95.1919407,115536.426560512,18017075.2,169177.912705024,38173880.32,11.677333997,565.858,0.835087668,11.09,0.835087668,11.09,-,-,12706739990.88268,24324656332.8,49.7264678167883,95.1919407,115705.325195264,23148830.72,171094.470398976,41664583.68,12.048958637,721.904,false,12.0,-,-,4293604147.2,0.0,-,-,-,-,-,-,-,-,-,-
usmlrh137,12.0,12.0,2.4 GHz,25553272832.0,Unknown,Intel(R) Xeon(R) CPU E5-2695 v2,-,-,-,Red Hat Enterprise Linux AS release 4 (Nahant Update 5),2.6.9-55.ELsmp,3.1-2,0.759098114,12.19833,0.759098114,12.19833,-,-,3404994573.1187344,4669623500.8,13.3250820569395,18.2740721,289965.023203328,16320307.2,232086.564441088,35637364.736,20.346147687,2461.028,10.129984997,99.255,10.129984997,99.255,-,-,8417500369.640226,19106585640.96,32.940987344016,74.7715792,322802.991046656,17526620.16,268418.448985088,36343396.352,22.184295193,2470.252,11.45120699,99.255,11.45120699,99.255,-,-,8326424255.372723,19723546787.84,32.584570712938,77.1859907,332682.604780544,17872465.92,270914.358598656,37055735.808,22.593335751,2476.738,false,12.0,-,-,4293604147.2,0.0,-,-,-,-,-,-,-,-,-,-
